Fas	Fas	NN	B-NP	B-protein	Mention 3	
explain	explain	VB	I-VP	O	
the	the	DT	B-NP	O	
coordinate	coordinate	JJ	I-NP	O	
regulation	regulation	NN	I-NP	O	
of	of	IN	B-PP	O	
Th2	Th2	NN	B-NP	B-DNA	
cytokine	cytokine	NN	I-NP	I-DNA	
genes	gene	NNS	I-NP	I-DNA	
.	.	.	O	O	
The	The	DT	B-NP	O	
prefrontal	prefrontal	JJ	I-NP	O	Mention 202	
(	(	(	O	O	
PF	PF	NN	B-NP	O	Mention 203	
)	)	)	O	O	
cortex	cortex	NN	B-NP	O	
has	have	VBZ	B-VP	O	
been	be	VBN	I-VP	O	
implicated	implicate	VBN	I-VP	O	
in	in	IN	B-PP	O	
the	the	DT	B-NP	O	
remarkable	remarkable	JJ	I-NP	O	
ability	ability	NN	I-NP	O	Mention 204	
of	of	IN	B-PP	O	
primates	primate	NNS	B-NP	O	
to	to	TO	B-VP	O	
form	form	VB	I-VP	O	
and	and	CC	I-VP	O	
rearrange	rearrange	VB	I-VP	O	
arbitrary	arbitrary	JJ	B-NP	O	
associations	association	NNS	I-NP	O	
rapidly	rapidly	RB	B-ADVP	O	
.	.	.	O	O	
This	This	DT	B-NP	O	Mention 205	
ability	ability	NN	I-NP	O	
was	be	VBD	B-VP	O	
studied	study	VBN	I-VP	O	
in	in	IN	B-PP	O	
two	two	CD	B-NP	O	
monkeys	monkey	NNS	I-NP	O	
,	,	,	O	O	
using	use	VBG	B-VP	O	
a	a	DT	B-NP	O	
task	task	NN	I-NP	O	
that	that	WDT	B-NP	O	
required	require	VBD	B-VP	O	
them	them	PRP	B-NP	O	
to	to	TO	B-VP	O	
learn	learn	VB	I-VP	O	
to	to	TO	I-VP	O	
make	make	VB	I-VP	O	
specific	specific	JJ	B-NP	O	
saccades	saccade	NNS	I-NP	O	
in	in	IN	B-PP	O	
response	response	NN	B-NP	O	
to	to	TO	B-PP	O	
particular	particular	JJ	B-NP	O	
cues	cue	NNS	I-NP	O	
and	and	CC	O	O	
then	then	RB	B-VP	O	
repeatedly	repeatedly	RB	I-VP	O	
reverse	reverse	VB	I-VP	O	
these	these	DT	B-NP	O	
responses	response	NNS	I-NP	O	
.	.	.	O	O	
We	We	PRP	B-NP	O	
found	find	VBD	B-VP	O	
that	that	IN	B-SBAR	O	
the	the	DT	B-NP	O	
activity	activity	NN	I-NP	O	
of	of	IN	B-PP	O	
individual	individual	JJ	B-NP	O	
PF	PF	NN	I-NP	O	
neurons	neuron	NNS	I-NP	O	
represented	represent	VBD	B-VP	O	
both	both	CC	O	O	
the	the	DT	B-NP	O	
cues	cue	NNS	I-NP	O	
and	and	CC	O	O	
the	the	DT	B-NP	O	
associated	associated	JJ	I-NP	O	
responses	response	NNS	I-NP	O	
,	,	,	O	O	
perhaps	perhaps	RB	B-ADVP	O	
providing	provide	VBG	B-VP	O	
a	a	DT	B-NP	O	
neural	neural	JJ	I-NP	O	
substrate	substrate	NN	I-NP	O	
for	for	IN	B-PP	O	
their	their	PRP$	B-NP	O	
association	association	NN	I-NP	O	
.	.	.	O	O	
Furthermore	Furthermore	RB	B-ADVP	O	
,	,	,	O	O	
during	during	IN	B-PP	O	
learning	learning	NN	B-NP	O	
,	,	,	O	O	
neural	neural	JJ	B-NP	O	
activity	activity	NN	I-NP	O	
conveyed	convey	VBD	B-VP	O	
the	the	DT	B-NP	O	
direction	direction	NN	I-NP	O	
of	of	IN	B-PP	O	
the	the	DT	B-NP	O	
animals	animal	NNS	I-NP	O	
^	^	POS	B-NP	O	
impending	impending	JJ	I-NP	O	
responses	response	NNS	I-NP	O	
progressively	progressively	RB	B-ADVP	O	
earlier	earlier	RBR	B-ADVP	O	
within	within	IN	B-PP	O	
each	each	DT	B-NP	O	
successive	successive	JJ	I-NP	O	
trial	trial	NN	I-NP	O	
.	.	.	O	O	
The	The	DT	B-NP	O	
final	final	JJ	I-NP	O	
level	level	NN	I-NP	O	
of	of	IN	B-PP	O	
activity	activity	NN	B-NP	O	
just	just	RB	B-ADVP	O	
before	before	IN	B-PP	O	
the	the	DT	B-NP	O	
response	response	NN	I-NP	O	
,	,	,	O	O	
however	however	RB	B-ADVP	O	
,	,	,	O	O	
was	be	VBD	B-VP	O	
unaffected	unaffected	JJ	B-ADJP	O	
by	by	IN	B-PP	O	
learning	learn	VBG	B-VP	O	
.	.	.	O	O	
These	These	DT	B-NP	O	
results	result	NNS	I-NP	O	
suggest	suggest	VBP	B-VP	O	
a	a	DT	B-NP	O	
role	role	NN	I-NP	O	
for	for	IN	B-PP	O	
the	the	DT	B-NP	O	
PF	PF	NN	I-NP	O	
cortex	cortex	NN	I-NP	O	
in	in	IN	B-PP	O	
learning	learn	VBG	B-VP	O	
arbitrary	arbitrary	JJ	B-NP	O	
cue-response	cue-response	JJ	I-NP	O	
associations	association	NNS	I-NP	O	
,	,	,	O	O	
an	an	DT	B-NP	O	
ability	ability	NN	I-NP	O	
critical	critical	JJ	B-ADJP	O	
for	for	IN	B-PP	O	
complex	complex	JJ	B-NP	O	
behavior	behavior	NN	I-NP	O	
.	.	.	O	O	
The	The	DT	B-NP	O	
glial	glial	JJ	I-NP	B-protein	Mention 206	
cell	cell	NN	I-NP	I-protein	
line-derived	line-derived	JJ	I-NP	I-protein	
neurotrophic	neurotrophic	JJ	I-NP	I-protein	
factor	factor	NN	I-NP	I-protein	
(	(	(	O	O	
GDNF	GDNF	NN	B-NP	O	Mention 207	
)	)	)	O	O	
ligands	ligand	NNS	B-NP	O	
(	(	(	O	O	
GDNF	GDNF	NN	B-NP	B-protein	
,	,	,	O	O	
Neurturin	Neurturin	NN	B-NP	B-protein	Mention 208	
[	[	(	O	O	
NTN	NTN	NN	B-NP	B-protein	Mention 209	
]	]	)	O	O	
,	,	,	O	O	
and	and	CC	O	O	
Persephin	Persephin	NN	B-NP	O	Mention 210	
[	[	(	O	O	
PSP	PSP	NN	B-NP	B-protein	Mention 211	
]	]	)	O	O	
)	)	)	O	O	
signal	signal	NN	B-NP	O	
through	through	IN	B-PP	O	
a	a	DT	B-NP	O	
multicomponent	multicomponent	JJ	I-NP	B-protein	
receptor	receptor	NN	I-NP	I-protein	
system	system	NN	I-NP	O	
composed	compose	VBN	B-VP	O	
of	of	IN	B-PP	O	
a	a	DT	B-NP	O	
high-affinity	high-affinity	JJ	I-NP	B-protein	
binding	binding	NN	I-NP	I-protein	
component	component	NN	I-NP	I-protein	
(	(	(	O	O	
GFRalpha1-GFRalpha4	GFRalpha1-GFRalpha4	NN	B-NP	B-protein	
)	)	)	O	O	
and	and	CC	O	O	
a	a	DT	B-NP	O	
common	common	JJ	I-NP	O	
signaling	signaling	NN	I-NP	O	
component	component	NN	I-NP	O	
(	(	(	O	O	
RET	RET	NN	B-NP	O	
)	)	)	O	O	
.	.	.	O	O	
Here	Here	RB	B-ADVP	O	
,	,	,	O	O	
we	we	PRP	B-NP	O	
report	report	VBP	B-VP	O	
the	the	DT	B-NP	O	
identification	identification	NN	I-NP	O	
of	of	IN	B-PP	O	
Artemin	Artemin	NN	B-NP	B-protein	
,	,	,	O	O	
a	a	DT	B-NP	O	
novel	novel	JJ	I-NP	O	
member	member	NN	I-NP	O	
of	of	IN	B-PP	O	
the	the	DT	B-NP	O	
GDNF	GDNF	NN	I-NP	B-protein	
family	family	NN	I-NP	I-protein	
,	,	,	O	O	
and	and	CC	O	O	
demonstrate	demonstrate	VBP	B-VP	O	
that	that	IN	B-SBAR	O	
it	it	PRP	B-NP	O	
is	be	VBZ	B-VP	O	
the	the	DT	B-NP	O	
ligand	ligand	NN	I-NP	O	
for	for	IN	B-PP	O	
the	the	DT	B-NP	O	
former	former	JJ	I-NP	O	
orphan	orphan	NN	I-NP	O	
receptor	receptor	NN	I-NP	O	
GFRalpha3-RET	GFRalpha3-RET	NN	I-NP	O	
.	.	.	O	O	
Artemin	Artemin	NN	B-NP	B-protein	Mention 212	
is	be	VBZ	B-VP	O	
a	a	DT	B-NP	O	
survival	survival	NN	I-NP	B-protein	
factor	factor	NN	I-NP	I-protein	
for	for	IN	B-PP	O	
sensory	sensory	JJ	B-NP	O	
and	and	CC	I-NP	O	
sympathetic	sympathetic	JJ	I-NP	O	
neurons	neuron	NNS	I-NP	O	
in	in	IN	B-PP	O	
culture	culture	NN	B-NP	O	
,	,	,	O	O	
and	and	CC	O	O	
its	its	PRP$	B-NP	O	Mention 213	Mention 214	
expression	expression	NN	I-NP	O	
pattern	pattern	NN	I-NP	O	
suggests	suggest	VBZ	B-VP	O	
that	that	IN	B-SBAR	O	
it	it	PRP	B-NP	O	Mention 215	
also	also	RB	B-ADVP	O	
influences	influence	VBZ	B-VP	O	
these	these	DT	B-NP	O	
neurons	neuron	NNS	I-NP	O	
in	in	FW	B-ADVP	O	
vivo	vivo	FW	I-ADVP	O	
.	.	.	O	O	
Artemin	Artemin	NN	B-NP	O	
can	can	MD	B-VP	O	
also	also	RB	I-VP	O	
activate	activate	VB	I-VP	O	
the	the	DT	B-NP	O	
GFRalpha1-RET	GFRalpha1-RET	NN	I-NP	B-protein	
complex	complex	NN	I-NP	I-protein	
and	and	CC	O	O	
supports	support	VBZ	B-VP	O	
the	the	DT	B-NP	O	
survival	survival	NN	I-NP	O	
of	of	IN	B-PP	O	
dopaminergic	dopaminergic	JJ	B-NP	O	
midbrain	midbrain	NN	I-NP	O	
neurons	neuron	NNS	I-NP	O	
in	in	IN	B-PP	O	
culture	culture	NN	B-NP	O	
,	,	,	O	O	
indicating	indicate	VBG	B-VP	O	
that	that	IN	B-SBAR	O	
like	like	JJ	B-NP	O	
GDNF	GDNF	NN	I-NP	O	
(	(	(	O	O	
GFRalpha1-RET	GFRalpha1-RET	NN	B-NP	O	
)	)	)	O	O	
and	and	CC	O	O	
NTN	NTN	NN	B-NP	B-protein	
(	(	(	O	O	
GFRalpha2-RET	GFRalpha2-RET	NN	B-NP	O	
)	)	)	O	O	
,	,	,	O	O	
Artemin	Artemin	NN	B-NP	B-protein	
has	have	VBZ	B-VP	O	
a	a	DT	B-NP	O	
preferred	preferred	JJ	I-NP	O	
receptor	receptor	NN	I-NP	O	
(	(	(	O	O	
GFRalpha3-RET	GFRalpha3-RET	NN	B-NP	O	
)	)	)	O	O	
but	but	CC	O	O	
that	that	IN	B-SBAR	O	
alternative	alternative	JJ	B-NP	O	
receptor	receptor	NN	I-NP	O	
interactions	interaction	NNS	I-NP	O	
also	also	RB	B-ADVP	O	
occur	occur	VBP	B-VP	O	
.	.	.	O	O	
The	The	DT	B-NP	O	
steroid	steroid	JJ	I-NP	O	
hormone	hormone	NN	I-NP	O	
ecdysone	ecdysone	NN	I-NP	O	
directs	direct	VBZ	B-VP	O	
Drosophila	Drosophila	FW	B-NP	O	
metamorphosis	metamorphosis	NN	I-NP	O	
via	via	IN	B-PP	O	
three	three	CD	B-NP	O	
heterodimeric	heterodimeric	JJ	I-NP	B-protein	
receptors	receptor	NNS	I-NP	I-protein	
that	that	WDT	B-NP	O	
differ	differ	VBP	B-VP	O	
according	accord	VBG	B-PP	O	
to	to	TO	B-PP	O	
which	which	WDT	B-NP	O	
of	of	IN	B-PP	O	
three	three	CD	B-NP	O	
ecdysone	ecdysone	NN	I-NP	B-protein	
receptor	receptor	NN	I-NP	I-protein	
isoforms	isoform	NNS	I-NP	I-protein	
encoded	encode	VBN	B-VP	O	
by	by	IN	B-PP	O	
the	the	DT	B-NP	O	
EcR	EcR	NN	I-NP	B-DNA	
gene	gene	NN	I-NP	I-DNA	
(	(	(	O	O	
EcR-A	EcR-A	NN	B-NP	O	
,	,	,	O	O	
EcR-B1	EcR-B1	NN	B-NP	O	
,	,	,	O	O	
or	or	CC	O	O	
EcR-B2	EcR-B2	NN	B-NP	O	
)	)	)	O	O	
is	be	VBZ	B-VP	O	
activated	activate	VBN	I-VP	O	
by	by	IN	B-PP	O	
the	the	DT	B-NP	O	
orphan	orphan	NN	I-NP	B-protein	
nuclear	nuclear	JJ	I-NP	I-protein	
receptor	receptor	NN	I-NP	I-protein	
USP	USP	NN	I-NP	O	
.	.	.	O	O	
We	We	PRP	B-NP	O	
have	have	VBP	B-VP	O	
identified	identify	VBN	I-VP	O	
and	and	CC	O	O	
molecularly	molecularly	RB	B-VP	O	
mapped	map	VBD	I-VP	O	
two	two	CD	B-NP	O	
classes	class	NNS	I-NP	O	
of	of	IN	B-PP	O	
EcR	EcR	NN	B-NP	O	
mutations	mutation	NNS	I-NP	O	
:	:	:	O	O	
those	those	DT	B-NP	O	
specific	specific	JJ	B-ADJP	O	
to	to	TO	B-PP	O	
EcR-B1	EcR-B1	NN	B-NP	O	
that	that	IN	B-SBAR	O	
uncouple	uncouple	JJ	B-NP	O	
metamorphosis	metamorphosis	NN	I-NP	O	
,	,	,	O	O	
and	and	CC	O	O	
embryonic-lethal	embryonic-lethal	JJ	B-NP	O	
mutations	mutation	NNS	I-NP	O	
that	that	WDT	B-NP	O	
map	map	VBP	B-VP	O	
to	to	TO	B-PP	O	
common	common	JJ	B-NP	O	
sequences	sequence	NNS	I-NP	O	
encoding	encode	VBG	B-VP	O	
the	the	DT	B-NP	O	
DNA-	DNA-	NN	I-NP	O	
and	and	CC	O	O	
ligand-binding	ligand-binding	JJ	B-NP	B-protein	
domains	domain	NNS	I-NP	I-protein	
.	.	.	O	O	
In	In	IN	B-PP	O	
the	the	DT	B-NP	O	
larval	larval	JJ	I-NP	O	Mention 216	
salivary	salivary	JJ	I-NP	O	
gland	gland	NN	I-NP	O	
,	,	,	O	O	
loss	loss	NN	B-NP	O	
of	of	IN	B-PP	O	
EcR-B1	EcR-B1	NN	B-NP	B-protein	
results	result	VBZ	B-VP	O	
in	in	IN	B-PP	O	
loss	loss	NN	B-NP	O	
of	of	IN	B-PP	O	
activation	activation	NN	B-NP	O	
of	of	IN	B-PP	O	
ecdysone-induced	ecdysone-induced	JJ	B-NP	B-DNA	
genes	gene	NNS	I-NP	I-DNA	
.	.	.	O	O	
Comparable	Comparable	JJ	B-NP	O	
transgenic	transgenic	JJ	I-NP	O	
expression	expression	NN	I-NP	O	
of	of	IN	B-PP	O	
EcR-B1	EcR-B1	NN	B-NP	B-protein	
,	,	,	O	O	
EcR-B2	EcR-B2	NN	B-NP	B-protein	
,	,	,	O	O	
and	and	CC	O	O	
EcR-A	EcR-A	NN	B-NP	O	
in	in	IN	B-PP	O	
these	these	DT	B-NP	O	Mention 217	
mutant	mutant	JJ	I-NP	O	
glands	gland	NNS	I-NP	O	
results	result	NNS	I-NP	O	
,	,	,	O	O	
respectively	respectively	RB	B-ADVP	O	
,	,	,	O	O	
in	in	IN	B-PP	O	
full	full	JJ	B-NP	O	
,	,	,	I-NP	O	
partial	partial	JJ	I-NP	O	
,	,	,	O	O	
and	and	CC	O	O	
no	no	DT	B-NP	O	
repair	repair	NN	I-NP	O	
of	of	IN	B-PP	O	
that	that	DT	B-NP	O	
loss	loss	NN	I-NP	O	
.	.	.	O	O	
We	We	PRP	B-NP	O	
recorded	record	VBD	B-VP	O	
head	head	NN	B-NP	O	Mention 218	
direction	direction	NN	I-NP	O	
(	(	(	O	O	
HD	HD	NN	B-NP	O	Mention 219	
)	)	)	O	O	
cells	cell	NNS	B-NP	O	
from	from	IN	B-PP	O	
the	the	DT	B-NP	O	
lateral	lateral	JJ	I-NP	O	Mention 220	
mammillary	mammillary	JJ	I-NP	O	
nucleus	nucleus	NN	I-NP	O	
(	(	(	O	O	
LMN	LMN	NN	B-NP	B-protein	Mention 221	
)	)	)	O	O	
and	and	CC	O	O	
anterior	anterior	JJ	B-NP	O	Mention 222	
thalamus	thalamus	NN	I-NP	O	
(	(	(	O	O	
ATN	ATN	NN	B-NP	O	Mention 223	
)	)	)	O	O	
of	of	IN	B-PP	O	
freely	freely	RB	B-ADVP	O	
behaving	behave	VBG	B-VP	O	
rats	rat	NNS	B-NP	O	
and	and	CC	O	O	
also	also	RB	B-ADVP	O	
made	make	VBD	B-VP	O	
bilateral	bilateral	JJ	B-NP	O	
lesions	lesion	NNS	I-NP	O	
of	of	IN	B-PP	O	
LMN	LMN	NN	B-NP	B-protein	
while	while	IN	B-SBAR	O	
recording	record	VBG	B-VP	O	
HD	HD	NN	B-NP	B-cell_line	
cells	cell	NNS	I-NP	I-cell_line	
from	from	IN	B-PP	O	
ATN	ATN	NN	B-NP	B-protein	
.	.	.	O	O	
We	We	PRP	B-NP	O	
discovered	discover	VBD	B-VP	O	
that	that	IN	B-SBAR	O	
the	the	DT	B-NP	O	
tuning	tune	VBG	I-NP	O	
functions	function	NNS	I-NP	O	
of	of	IN	B-PP	O	
LMN	LMN	NN	B-NP	B-cell_line	
HD	HD	NN	I-NP	I-cell_line	
cells	cell	NNS	I-NP	I-cell_line	
become	become	VBP	B-VP	O	
narrower	narrow	JJR	B-ADJP	O	
during	during	IN	B-PP	O	
contraversive	contraversive	JJ	B-NP	O	
head	head	NN	I-NP	O	
turns	turn	NNS	I-NP	O	
,	,	,	O	O	
but	but	CC	O	O	
not	not	RB	O	O	
ipsiversive	ipsiversive	JJ	B-NP	O	
head	head	NN	I-NP	O	
turns	turn	NNS	I-NP	O	
,	,	,	O	O	
compared	compare	VBN	B-VP	O	
to	to	TO	B-PP	O	
when	when	WRB	B-ADVP	O	
the	the	DT	B-NP	O	
head	head	NN	I-NP	O	
is	be	VBZ	B-VP	O	
not	not	RB	I-VP	O	
turning	turn	VBG	I-VP	O	
.	.	.	O	O	
This	This	DT	B-NP	O	
narrowing	narrow	VBG	I-NP	O	
effect	effect	NN	I-NP	O	
does	do	VBZ	B-VP	O	
not	not	RB	I-VP	O	
occur	occur	VB	I-VP	O	
for	for	IN	B-PP	O	
ATN	ATN	NN	B-NP	B-cell_type	
HD	HD	NN	I-NP	I-cell_type	
cells	cell	NNS	I-NP	I-cell_type	
.	.	.	O	O	
We	We	PRP	B-NP	O	
also	also	RB	B-ADVP	O	
found	find	VBD	B-VP	O	
that	that	IN	B-SBAR	O	
the	the	DT	B-NP	O	
HD	HD	NN	I-NP	O	
signal	signal	NN	I-NP	O	
in	in	IN	B-PP	O	
LMN	LMN	NN	B-NP	B-protein	
leads	lead	VBZ	B-VP	O	
that	that	IN	B-SBAR	O	
in	in	IN	B-PP	O	
ATN	ATN	NN	B-NP	O	
by	by	IN	B-PP	O	
about	about	RB	B-NP	O	
15-20	15-20	CD	I-NP	O	
ms	m	NNS	I-NP	O	
.	.	.	O	O	
When	When	WRB	B-ADVP	O	
LMN	LMN	NN	B-NP	B-protein	
was	be	VBD	B-VP	O	
lesioned	lesione	VBN	I-VP	O	
bilaterally	bilaterally	RB	B-ADVP	O	
,	,	,	O	O	
HD	HD	NN	B-NP	B-cell_type	Mention 224	
cells	cell	NNS	I-NP	I-cell_type	
in	in	IN	B-PP	O	
ATN	ATN	NN	B-NP	O	
immediately	immediately	RB	B-ADVP	O	
lost	lose	VBD	B-VP	O	
their	their	PRP$	B-NP	O	Mention 225	Mention 226	
directional	directional	JJ	I-NP	O	
firing	firing	NN	I-NP	O	
properties	property	NNS	I-NP	O	
and	and	CC	O	O	
never	never	RB	B-VP	O	
recovered	recover	VBD	I-VP	O	
them	them	PRP	B-NP	O	Mention 227	
.	.	.	O	O	
Based	Base	VBN	B-PP	O	
on	on	IN	B-PP	O	
these	these	DT	B-NP	O	
findings	finding	NNS	I-NP	O	
,	,	,	O	O	
we	we	PRP	B-NP	O	
argue	argue	VBP	B-VP	O	
that	that	IN	B-SBAR	O	
LMN	LMN	NN	B-NP	B-protein	
may	may	MD	B-VP	O	
be	be	VB	I-VP	O	
an	an	DT	B-NP	O	
essential	essential	JJ	I-NP	O	
component	component	NN	I-NP	O	
of	of	IN	B-PP	O	
an	an	DT	B-NP	O	
attractor-integrator	attractor-integrator	NN	I-NP	O	
network	network	NN	I-NP	O	
that	that	WDT	B-NP	O	
participates	participate	VBZ	B-VP	O	
in	in	IN	B-PP	O	
generating	generate	VBG	B-VP	O	
the	the	DT	B-NP	O	
HD	HD	NN	I-NP	O	
signal	signal	NN	I-NP	O	
.	.	.	O	O	
Fas	Fas	NN	B-NP	B-protein	Mention 228	
CD95	CD95	NN	I-NP	B-protein	Mention 229	
and	and	CC	O	O	
Fas	Fas	NN	B-NP	B-protein	Mention 230	
ligand	ligand	NN	I-NP	O	
FasL	FasL	NN	I-NP	B-protein	Mention 231	
play	play	VBP	B-VP	O	
major	major	JJ	B-NP	O	
roles	role	NNS	I-NP	O	
in	in	IN	B-PP	O	
staphylococcal	staphylococcal	JJ	B-NP	B-protein	Mention 232	
enterotoxin	enterotoxin	NN	I-NP	I-protein	
B	B	NN	I-NP	I-protein	
SEB-induced	SEB-induced	JJ	I-NP	O	Mention 233	
peripheral	peripheral	JJ	I-NP	O	
deletion	deletion	NN	I-NP	O	
of	of	IN	B-PP	O	
Vbeta8+	Vbeta8+	JJ	B-NP	B-cell_line	
T	T	NN	I-NP	I-cell_line	
cells	cell	NNS	I-NP	I-cell_line	
.	.	.	O	O	
We	We	PRP	B-NP	O	
found	find	VBD	B-VP	O	
that	that	IN	B-SBAR	O	
peripheral	peripheral	JJ	B-NP	O	
deletion	deletion	NN	I-NP	O	
was	be	VBD	B-VP	O	
defective	defective	JJ	B-ADJP	O	
in	in	IN	B-PP	O	
radiation	radiation	NN	B-NP	O	
chimeras	chimera	NNS	I-NP	O	
with	with	IN	B-PP	O	
non-functional	non-functional	JJ	B-NP	O	
tissue	tissue	NN	I-NP	O	
FasL	FasL	NN	I-NP	B-protein	
,	,	,	O	O	
regardless	regardless	RB	B-ADVP	O	
of	of	IN	B-PP	O	
the	the	DT	B-NP	O	
FasL	FasL	NN	I-NP	B-protein	
status	status	NN	I-NP	O	
of	of	IN	B-PP	O	
the	the	DT	B-NP	O	
bone	bone	NN	I-NP	B-cell_type	
marrow-derived	marrow-derived	JJ	I-NP	I-cell_type	
cells	cell	NNS	I-NP	I-cell_type	
.	.	.	O	O	
SEB	SEB	NN	B-NP	B-protein	
induced	induce	VBD	B-VP	O	
a	a	DT	B-NP	O	
upregulation	upregulation	NN	I-NP	O	Mention 234	
of	of	IN	B-PP	O	
FasL	FasL	NN	B-NP	B-protein	
.	.	.	O	O	
This	This	DT	B-NP	O	Mention 235	
effect	effect	NNS	I-NP	O	
was	was	NNS	I-NP	O	
resistant	resistant	JJ	B-ADJP	O	
to	to	TO	B-PP	O	
inhibition	inhibition	NN	B-NP	O	
by	by	IN	B-PP	O	
cyclosporin	cyclosporin	NN	B-NP	O	
A	A	NN	I-NP	O	
,	,	,	O	O	
which	which	WDT	B-NP	O	
also	also	RB	B-ADVP	O	
failed	fail	VBD	B-VP	O	
to	to	TO	I-VP	O	
inhibit	inhibit	VB	I-VP	O	
peripheral	peripheral	JJ	B-NP	O	
deletion	deletion	NN	I-NP	O	
.	.	.	O	O	
In	In	IN	B-PP	O	
SCID	SCID	NN	B-NP	O	
animals	animal	NNS	I-NP	O	
nonlymphoid	nonlymphoid	JJ	B-NP	O	
tissues	tissue	NNS	I-NP	O	
did	do	VBD	B-VP	O	
not	not	RB	I-VP	O	
express	express	VB	I-VP	O	
FasL	FasL	NN	B-NP	B-protein	
in	in	IN	B-PP	O	
response	response	NN	B-NP	O	
to	to	TO	B-PP	O	
SEB	SEB	NN	B-NP	B-protein	
unless	unless	IN	B-SBAR	O	
transplanted	transplant	VBN	B-NP	O	
lymphocytes	lymphocyte	NNS	I-NP	B-cell_type	
were	be	VBD	B-VP	O	
present	present	JJ	B-ADJP	O	
.	.	.	O	O	
Thus	Thus	RB	B-ADVP	O	
,	,	,	O	O	
some	some	DT	B-NP	O	
immune	immune	JJ	I-NP	O	
responses	response	NNS	I-NP	O	
induce	induce	VBP	B-VP	O	
FasL	FasL	NN	B-NP	B-protein	Mention 236	
in	in	IN	B-PP	O	
nonlymphoid	nonlymphoid	JJ	B-NP	O	
tissues	tissue	NNS	I-NP	O	
,	,	,	O	O	
which	which	WDT	B-NP	O	Mention 237	
in	in	IN	B-PP	O	
turn	turn	NN	B-NP	O	
kills	kill	NNS	I-NP	O	
activated	activate	VBD	B-VP	O	
lymphocytes	lymphocyte	NNS	B-NP	B-cell_type	
,	,	,	O	O	
leading	lead	VBG	B-VP	O	
to	to	TO	B-PP	O	
peripheral	peripheral	JJ	B-NP	O	
T	T	NN	I-NP	O	
cell	cell	NN	I-NP	O	
deletion	deletion	NN	I-NP	O	
.	.	.	O	O	
Tyrosine	Tyrosine	NN	B-NP	O	
phosphorylation	phosphorylation	NN	I-NP	O	
of	of	IN	B-PP	O	
linker	linker	NN	B-NP	B-protein	
proteins	protein	NNS	I-NP	I-protein	
enables	enable	VBZ	B-VP	O	
the	the	DT	B-NP	O	
T	T	NN	I-NP	B-protein	Mention 238	
cell	cell	NN	I-NP	I-protein	
antigen	antigen	NN	I-NP	I-protein	
receptor	receptor	NN	I-NP	I-protein	
(	(	(	I-NP	O	
TCR	TCR	NN	I-NP	B-protein	Mention 239	
)	)	)	I-NP	O	
-associated	-associated	JJ	I-NP	O	
protein	protein	NN	I-NP	O	
tyrosine	tyrosine	NN	I-NP	B-protein	
kinases	kinase	NNS	I-NP	I-protein	
to	to	TO	B-VP	O	
phosphorylate	phosphorylate	VB	I-VP	O	
and	and	CC	I-VP	O	
regulate	regulate	VB	I-VP	O	
effector	effector	NN	B-NP	B-protein	
molecules	molecule	NNS	I-NP	I-protein	
that	that	WDT	B-NP	O	
generate	generate	VBP	B-VP	O	
second	second	JJ	B-NP	B-protein	
messengers	messenger	NNS	I-NP	I-protein	
.	.	.	O	O	
We	We	PRP	B-NP	O	
demonstrate	demonstrate	VBP	B-VP	O	
here	here	RB	B-ADVP	O	
that	that	IN	B-SBAR	O	
the	the	DT	B-NP	O	
SLP-76	SLP-76	NN	I-NP	B-protein	Mention 240	
linker	linker	NN	I-NP	O	
protein	protein	NN	I-NP	O	
interacts	interact	VBZ	B-VP	O	
with	with	IN	B-PP	O	
both	both	CC	O	O	
nck	nck	NN	B-NP	B-protein	Mention 241	
,	,	,	O	O	
an	an	DT	B-NP	O	
adaptor	adaptor	NN	I-NP	B-protein	Mention 242	
protein	protein	NN	I-NP	I-protein	
,	,	,	O	O	
and	and	CC	O	O	
Vav	Vav	NN	B-NP	B-protein	Mention 243	
,	,	,	O	O	
a	a	DT	B-NP	O	
guanine	guanine	NN	I-NP	B-protein	Mention 244	
nucleotide	nucleotide	NN	I-NP	I-protein	
exchange	exchange	NN	I-NP	I-protein	
factor	factor	NN	I-NP	I-protein	
for	for	IN	B-PP	O	
Rho-family	Rho-family	JJ	B-NP	B-protein	
GTPases	GTPas	NNS	I-NP	I-protein	
.	.	.	O	O	
The	The	DT	B-NP	O	
assembly	assembly	NN	I-NP	O	
of	of	IN	B-PP	O	
this	this	DT	B-NP	O	Mention 245	
tri-molecular	tri-molecular	JJ	I-NP	B-protein	
complex	complex	NN	I-NP	I-protein	
permits	permit	VBZ	B-VP	O	
the	the	DT	B-NP	O	
activated	activate	VBN	I-NP	O	
Rho-family	Rho-family	NN	I-NP	B-protein	
GTPases	GTPas	NNS	I-NP	I-protein	
to	to	TO	B-VP	O	
regulate	regulate	VB	I-VP	O	
target	target	NN	B-NP	O	
effectors	effector	NNS	I-NP	O	
that	that	WDT	B-NP	O	
interact	interact	VBP	B-VP	O	
through	through	IN	B-PP	O	
nck	nck	NN	B-NP	B-protein	
.	.	.	O	O	
In	In	IN	B-PP	O	
turn	turn	NN	B-NP	O	
,	,	,	O	O	
assembly	assembly	NN	B-NP	O	
of	of	IN	B-PP	O	
this	this	DT	B-NP	O	
complex	complex	NN	I-NP	O	
mediates	mediate	VBZ	B-VP	O	
the	the	DT	B-NP	O	
enzymatic	enzymatic	JJ	I-NP	O	
activation	activation	NN	I-NP	O	
